tenure_days,monthly_reoccuring_revenue,logins_30d,session_duration_avg,features_used,power_feature_usage,days_since_last_login,support_tickets_30d,ticket_sentiment,net_promoter_score,payment_failures,usage_vs_plan,engagement_score,activity_recency,usage_efficiency,power_user_score,engagement_velocity,health_score,dormancy_risk,low_engagement_risk,support_risk,payment_risk,sentiment_risk,high_risk_flag,support_intensity,support_quality_score,satisfaction_index,value_realization,revenue_risk_score,estimated_ltv,engagement_tenure,usage_satisfaction,login_feature_interaction,subscription_tier_numeric,subscription_tier_engagement,tenure_velocity,recently_active,stale_account,subscription_tier_encoded,size_encoded,industry_encoded,lifecycle_encoded,net_promoter_score_category_encoded,usage_category_encoded,customer_id,actual_churn,predicted_churn,churn_probability,top_risk_factors
40.80806566799439,0.38848805631790734,13.007318664992594,15.052236002525643,1.2465401709882094,0.6267327714346066,17.265424843060444,0.23627499745012434,0.08197648481942013,0.012101383856331947,-0.01363653927941433,0.507359083749768,8.574324128878247,0.11868789315931676,0.1481423901004117,0.08540826736584893,0.42701873962321685,8.840320030747467,0.11388712013430542,0.5395321918202493,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,0.45554488101393004,-0.009820700130495887,0.6998528229483468,1.2916802554051956,5.557092819507406,-0.9374088482139908,10.154698583596288,46.1234967263854,0.25609018833220165,52.73647688328821,-0.006362954701527234,1.6958314147671396,0.010982176127273473,0.10278253942819121,0.1018858645803104,-0.004737446053515275,-0.5539261621630988,0.8174892061326109,-0.045131051763844965,0.017219733796773967,0.001014770054670159,cust_01501,1,1,1.0,"login_feature_interaction, engagement_tenure, tenure_days"
51.1286290973573,0.38848805631790734,-1.269006699023669,4.715224866013354,-2.9085937323058215,0.6267327714346066,-2.6059947395477616,0.23627499745012434,0.07946571958758493,-0.009702911380302184,-0.01363653927941433,-0.10462589316946051,0.5986758646686297,-0.014562723030245726,0.008272987964553568,0.08540826736584893,0.22823584314663073,-4.5963058420216365,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,-0.009820700130495887,0.6850752905762925,0.0969494657203314,-0.1330762335284202,-0.9374088482139908,10.154698583596288,-2.8642832026640788,-0.14438904553017792,-30.911864243773127,-0.006362954701527234,1.6958314147671396,0.007528904357108226,-0.02732194086065842,-0.004245244357512934,-0.004737446053515275,0.9431715734128436,-0.6293943445445767,-0.045131051763844965,-0.008481361422291658,0.026384021421424108,cust_02586,0,0,1.2681512745463825e-50,"tenure_days, login_feature_interaction, estimated_ltv"
-8.284344158164272,0.05725585239277318,3.4897684223150853,3.2779933710972062,-6.232700854941046,-2.1587462127192003,0.800534331756502,-0.10615253508628777,-0.06364789862702296,0.012101383856331947,-0.01363653927941433,-0.35177367230991813,-1.0285974587595303,0.09108597980576454,0.28165409213918535,-0.13244217973671296,0.2433442994418091,-3.9703401649622916,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,0.00011956982991606024,-0.37725694354476746,0.15570671767204547,-3.1526762682001226,-0.28523952795945484,1.195907229529596,-7.054600683730985,-0.09017346597792723,-38.5162588916878,0.0022356327329690283,-0.4760015895223258,0.0034107914414328233,-0.02732194086065842,-0.004245244357512934,0.038330245342078136,-0.054893583637784606,-0.6293943445445767,-0.045131051763844965,0.017219733796773967,0.026384021421424108,cust_02653,0,0,9.2050589031362e-89,"login_feature_interaction, tenure_days, engagement_tenure"
-48.17192714191819,0.05725585239277318,5.07602679609467,1.6749274729215047,0.4155133903294031,0.6267327714346066,-3.173749584765139,0.23627499745012434,0.006653527864363368,0.012101383856331947,-0.01363653927941433,-0.26939107926309885,1.9045124822344368,-0.15542766014492607,-0.047674772889789704,0.08540826736584893,0.011236773384026523,2.2965511889537433,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,-0.009820700130495887,0.25652685178671575,0.7041077358880494,-0.5709967161440775,-0.21594258968284116,1.195907229529596,14.406833883565824,-0.15103812604130293,26.881535080378345,0.0022356327329690283,0.002260278692247506,0.0009577358244109127,-0.02732194086065842,-0.004245244357512934,0.038330245342078136,-0.5539261621630988,-0.26767345687527977,0.11049326466320661,0.017219733796773967,0.026384021421424108,cust_01055,0,0,3.38896286842027e-60,"tenure_days, login_feature_interaction, engagement_tenure"
67.86467790172956,0.05725585239277318,0.3172516747559158,-20.71271696711848,1.2465401709882094,-0.7660067206422969,-2.6059947395477616,0.23627499745012434,0.07444418912391447,0.023003531474649012,-0.01363653927941433,0.18959765342632248,-7.23634384072621,-0.014562723030245726,-0.1531147837306674,0.007484838209932571,-0.48606836913998025,-8.204062326901344,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,-0.009820700130495887,0.6555202258321837,1.8204955229706263,-0.47806681954927116,-0.3320544425267695,1.195907229529596,-52.582692655955256,0.05214243034673053,22.318898291629544,0.0022356327329690283,-1.4882133517024838,0.004836175377799344,-0.02732194086065842,-0.004245244357512934,0.038330245342078136,0.4441389948875295,-0.26767345687527977,-0.045131051763844965,0.017219733796773967,-0.02435448131208379,cust_00705,0,0,9.24486518742597e-61,"tenure_days, engagement_tenure, login_feature_interaction"
-66.02371253324861,0.38848805631790734,16.179835412551764,12.177773012693349,1.2465401709882094,0.6267327714346066,9.884611855234539,0.23627499745012434,0.02171811925537471,0.0011992362380148806,-0.01363653927941433,0.33082495579229826,8.132348658317513,0.11456346932487795,0.4745043284174141,0.08540826736584893,0.16681846464257813,14.247066556275955,0.11388712013430542,0.5395321918202493,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,0.45554488101393004,-0.009820700130495887,0.34519204601904196,0.23404972027433274,5.019870992537096,-0.9374088482139908,10.154698583596288,48.20231139686153,0.17144227874826312,60.34087153120288,-0.006362954701527234,1.6958314147671396,0.006221437731048876,0.10278253942819121,-0.004245244357512934,-0.004737446053515275,0.9431715734128436,0.8174892061326109,-0.20075536819089654,-0.008481361422291658,-0.02435448131208379,cust_00106,1,0,2.6911051099264e-06,"tenure_days, login_feature_interaction, engagement_tenure"
-31.156944190806378,0.38848805631790734,1.9035100485355005,-6.119289480277599,1.2465401709882094,0.6267327714346066,1.3682891769738794,-0.10615253508628777,-0.01594335922215367,-0.009702911380302184,-0.01363653927941433,-0.3164668467184241,-1.2294953999234999,0.09499889472561676,-0.13742430592696533,0.08540826736584893,0.16590090097733207,3.7001709159921092,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,0.002658828822918491,-0.15268649791792951,-0.6473090590013879,-2.977228353057086,-0.9374088482139908,10.154698583596288,-4.987034010430665,-0.14396282242049036,26.121095615586878,-0.006362954701527234,1.6958314147671396,0.0006061494204293237,0.10278253942819121,-0.004245244357512934,-0.004737446053515275,0.9431715734128436,-0.26767345687527977,0.11049326466320661,-0.008481361422291658,0.026384021421424108,cust_00589,0,0,1.8321125812818816e-61,"tenure_days, login_feature_interaction, estimated_ltv"
-28.367602723410997,0.38848805631790734,16.179835412551764,12.067216743853646,4.570647293623434,0.6267327714346066,-2.0382398943303843,-0.791007600159112,-0.08624478571353998,-0.02060505899861925,-0.01363653927941433,0.048370351060346616,9.297556717068542,0.03239225600798106,-0.17821954821659064,0.08540826736584893,0.1894170212785544,25.103360688813858,-0.009903227837765689,0.5395321918202493,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,0.45554488101393004,0.026486811598017863,-1.0938538782964522,-1.7832825967345367,4.743567721390666,-0.9374088482139908,10.154698583596288,52.22028931410644,0.11062024099585621,66.42438724953462,-0.006362954701527234,1.6958314147671396,0.0101545220380509,-0.02732194086065842,-0.004245244357512934,-0.004737446053515275,-0.5539261621630988,-0.6293943445445767,0.11049326466320661,-0.03418245664135729,-0.02435448131208379,cust_02468,1,1,0.9999999999998339,"login_feature_interaction, engagement_tenure, tenure_days"
-58.49249057128109,0.05725585239277318,-1.269006699023669,-4.460945447682045,2.9085937323058215,-3.5514857047961033,-3.173749584765139,0.23627499745012434,0.09201954574676104,0.012101383856331947,-0.01363653927941433,-0.3164668467184241,-1.8321892234154102,-0.15542766014492607,-0.23649846577319825,-0.68229475440791,0.26265176747742036,-3.2619116293127255,-0.009903227837765689,-0.15217574641083953,-0.007612370707748032,-0.01363653927941433,-0.029317837124181255,-0.1360718475755895,-0.009820700130495887,0.7589629524365643,1.3700232580074816,-3.3781633584326696,-0.2774059904468533,1.195907229529596,-2.730200545466645,-0.3015801283829296,38.288127052250346,0.0022356327329690283,-0.607032238348236,-0.006346147586712365,-0.02732194086065842,-0.004245244357512934,0.038330245342078136,-0.5539261621630988,0.8174892061326109,0.11049326466320661,0.017219733796773967,0.026384021421424108,cust_02413,0,0,3.0215351176380017e-78,"tenure_days, login_feature_interaction, session_duration_avg"
11.24104611360338,0.05725585239277318,16.179835412551764,2.2829869515398733,2.9085937323058215,-0.06963697460384516,5.3425730934955205,-0.44858006762269986,-0.14901391650942064,-0.05331150185357045,-0.01363653927941433,0.3425938976561296,4.938071393810386,0.10869409694509957,0.1481423901004117,0.07612774620492585,0.09370368884702175,28.4813404193177,0.11388712013430542,0.5395321918202493,-0.007612370707748032,-0.01363653927941433,0.459312781612173,0.45554488101393004,0.0071176880050052346,-1.034585839138271,-4.035643921550264,4.3107754772158575,1.3131004535871607,3.8835446357496037,25.631340626364725,0.26512611825757665,63.38262939036875,0.0022356327329690283,0.4969009780100591,0.008410029362634497,0.10278253942819121,-0.004245244357512934,0.038330245342078136,-0.5539261621630988,-0.6293943445445767,-0.045131051763844965,-0.03418245664135729,0.001014770054670159,cust_01600,1,1,0.9999999999983347,"login_feature_interaction, health_score, engagement_tenure"
